date,home,away,redzone_sucess_opp_homeAvg,redzone_rate_opp_homeAvg,redzone_sucess_homeAvg,redzone_rate_homeAvg
9/25/2011,Seahawks,Cardinals,1.956331664,0.442315987,1.406938655,0.521705572
9/25/2011,Panthers,Jaguars,1.781724678,0.469580619,0.806857363,0.341258821
9/25/2011,Buccaneers,Falcons,1.679211578,0.485776067,1.413279087,0.478319955
9/25/2011,Eagles,Giants,1.710877003,0.605390737,1.946666707,0.552210616
9/25/2011,Titans,Broncos,1.342291251,0.371002662,1.454818959,0.607785418
9/25/2011,Browns,Dolphins,1.369776578,0.490485425,1.130383213,0.449593937
9/25/2011,Bears,Packers,1.163845708,0.372985654,1.473769515,0.478324276
9/25/2011,Chargers,Chiefs,1.703819706,0.595627564,2.411390535,0.573592873
9/25/2011,Colts,Steelers,1.911192522,0.512949757,1.939459133,0.580903496
9/25/2011,Vikings,Lions,1.955025013,0.604594782,1.307108136,0.444915289
9/25/2011,Raiders,Jets,1.467229656,0.44829045,1.699496255,0.487779453
9/25/2011,Bills,Patriots,1.865981677,0.620469399,1.763651793,0.535975696
9/25/2011,Saints,Texans,1.885261757,0.555513605,1.944475423,0.485986831
9/26/2011,Cowboys,Redskins,1.922847196,0.587870694,1.807642173,0.626034009
10/2/2011,Rams,Redskins,1.671793245,0.57751282,0.992465518,0.272899676
10/2/2011,Jaguars,Saints,1.94212851,0.641427488,1.176034848,0.401574996
10/2/2011,Browns,Titans,1.311967967,0.46518732,1.285061429,0.459355966
10/2/2011,Texans,Steelers,1.998856222,0.545238983,2.060780869,0.538793112
10/2/2011,Raiders,Patriots,1.93449689,0.514152298,2.141331401,0.587029187
10/2/2011,Chiefs,Vikings,2.647005057,0.691646833,1.359364697,0.406524816
10/2/2011,Bengals,Bills,1.166142751,0.438140106,1.683092862,0.519403404
10/2/2011,Eagles,49ers,2.107659001,0.640872204,2.141773158,0.557069836
10/2/2011,Chargers,Dolphins,2.129124306,0.634490481,2.338154053,0.559113866
10/2/2011,Cardinals,Giants,1.650656269,0.430008381,0.983296841,0.343536618
10/2/2011,Seahawks,Falcons,2.016879735,0.464282687,1.120217819,0.425203395
10/2/2011,Cowboys,Lions,1.944922353,0.660610017,1.648180332,0.572963744
10/2/2011,Ravens,Jets,1.560980441,0.462533823,1.425324457,0.416639569
10/2/2011,Bears,Panthers,1.285936339,0.377990911,1.404592307,0.576161565
10/2/2011,Packers,Broncos,1.238520028,0.446224984,2.217592835,0.578823963
10/3/2011,Buccaneers,Colts,1.743919338,0.489614662,1.348049257,0.455297437
10/9/2011,Falcons,Packers,1.755931713,0.497173999,2.051179152,0.491267034
10/9/2011,Texans,Raiders,2.16140791,0.553285842,1.875044495,0.482892191
10/9/2011,Jaguars,Bengals,1.788465552,0.579435497,0.978981105,0.332077732
10/9/2011,Colts,Chiefs,1.617601641,0.424314026,1.64340707,0.500639409
10/9/2011,Broncos,Chargers,2.110741101,0.605558759,1.604615107,0.517876468
10/9/2011,Giants,Seahawks,1.647795072,0.427623104,1.970195396,0.691507918
10/9/2011,Panthers,Saints,1.366360494,0.355839777,1.003085242,0.319121548
10/9/2011,Patriots,Jets,2.291250074,0.53145898,3.154953487,0.66830917
10/9/2011,Bills,Eagles,2.389180916,0.674752958,2.331493287,0.617613028
10/9/2011,Vikings,Cardinals,1.657861698,0.519797116,1.501530599,0.444137008
10/9/2011,Steelers,Titans,1.092587386,0.356806128,1.742049049,0.511116395
10/9/2011,49ers,Buccaneers,1.164932195,0.373712365,1.270887694,0.50061438
10/10/2011,Lions,Bears,1.422410479,0.379456561,2.230270376,0.625646011
10/16/2011,Redskins,Eagles,1.420920035,0.434552616,1.728006674,0.456935334
10/16/2011,Steelers,Jaguars,1.081620438,0.377428883,1.632184656,0.482735076
10/16/2011,Lions,49ers,1.516426286,0.37652304,1.907179484,0.525593066
10/16/2011,Patriots,Cowboys,2.233858109,0.50776081,3.179534153,0.687370977
10/16/2011,Packers,Rams,1.345685457,0.496599289,2.738166749,0.620431215
10/16/2011,Raiders,Browns,2.219791339,0.549745055,2.131889024,0.626002752
10/16/2011,Buccaneers,Saints,1.396221626,0.383938621,1.404358226,0.456681327
10/16/2011,Bengals,Colts,1.079896364,0.452148564,1.488356127,0.433728054
10/16/2011,Giants,Bills,1.860468449,0.443144189,2.099498743,0.702068928
10/16/2011,Ravens,Texans,1.511486401,0.55782033,1.393710528,0.400787143
10/16/2011,Falcons,Panthers,1.974187829,0.5445946,1.97935988,0.561910221
10/16/2011,Bears,Vikings,1.776764307,0.438323061,1.429919115,0.560248211
10/17/2011,Jets,Dolphins,1.426749937,0.476160638,1.564473054,0.424722142
10/23/2011,Raiders,Chiefs,2.059448403,0.518227006,2.136374539,0.683896909
10/23/2011,Browns,Seahawks,1.371392468,0.512883617,1.204375859,0.544176418
10/23/2011,Titans,Texans,1.189143676,0.454917687,1.653736533,0.634333068
10/23/2011,Dolphins,Broncos,1.492667895,0.414412414,1.329134239,0.444716707
10/23/2011,Lions,Falcons,1.417368046,0.380987566,1.7629031,0.512807138
10/23/2011,Buccaneers,Bears,1.639012947,0.407052243,1.223637269,0.397753329
10/23/2011,Cardinals,Steelers,1.761757691,0.485310874,1.259990815,0.455257368
10/23/2011,Jets,Chargers,1.617872012,0.468223188,1.653619571,0.507948169
10/23/2011,Vikings,Packers,1.379631812,0.418296089,1.656927101,0.44512447
10/23/2011,Panthers,Redskins,1.643077766,0.402623841,1.543656831,0.452930097
10/23/2011,Cowboys,Rams,1.566606411,0.53237838,1.489862155,0.465174036
10/23/2011,Saints,Colts,1.694921173,0.605236903,2.245516187,0.504033127
10/24/2011,Jaguars,Ravens,1.931961954,0.609975024,0.983742965,0.338126402
10/30/2011,Broncos,Lions,2.380142491,0.575109919,1.674462663,0.553091193
10/30/2011,Seahawks,Bengals,2.021708854,0.617577844,1.485650915,0.495868544
10/30/2011,49ers,Browns,1.065098903,0.302134343,1.589310637,0.526761562
10/30/2011,Giants,Dolphins,1.856871541,0.444773396,2.262078467,0.70211553
10/30/2011,Panthers,Vikings,1.951216416,0.453881929,1.628485143,0.454298484
10/30/2011,Bills,Redskins,2.300546499,0.652784237,2.318765272,0.624348658
10/30/2011,Texans,Jaguars,1.99533347,0.565742315,1.570453025,0.527727433
10/30/2011,Steelers,Patriots,1.163579583,0.471786527,1.798236467,0.50711458
10/30/2011,Titans,Colts,1.592036089,0.5104638,1.713357575,0.644625983
10/30/2011,Ravens,Cardinals,1.232223066,0.529536072,1.401707831,0.391854453
10/30/2011,Rams,Saints,1.407078122,0.586120408,0.841871952,0.326408007
10/30/2011,Eagles,Cowboys,2.226187578,0.702400163,1.9520198,0.472991437
10/31/2011,Chiefs,Chargers,2.366197717,0.675029261,1.502226296,0.439565099
11/6/2011,Chiefs,Dolphins,2.092210117,0.595945115,1.594162276,0.476798762
11/6/2011,Colts,Falcons,2.524325307,0.58286665,1.420682474,0.606360343
11/6/2011,Redskins,49ers,1.632827267,0.43928382,1.644349739,0.54632792
11/6/2011,Bills,Jets,2.374973581,0.639898272,2.178438787,0.676436315
11/6/2011,Titans,Bengals,1.784082387,0.526718116,1.598158425,0.688477152
11/6/2011,Cardinals,Rams,1.897867406,0.525063783,1.33253136,0.508725081
11/6/2011,Steelers,Ravens,1.279453887,0.540144948,1.85398592,0.534441634
11/6/2011,Patriots,Giants,2.09964779,0.538672187,3.03853328,0.640012493
11/6/2011,Cowboys,Seahawks,1.550354562,0.525498489,1.621645994,0.475065
11/6/2011,Raiders,Broncos,2.053106737,0.569620206,2.01515163,0.669745391
11/6/2011,Saints,Buccaneers,1.577776371,0.709855518,2.698705048,0.528115863
11/6/2011,Texans,Browns,1.862529178,0.608879959,1.729424904,0.533775693
11/6/2011,Chargers,Packers,2.016799794,0.578701469,1.942140398,0.549292875
11/7/2011,Eagles,Bears,2.097847886,0.660667241,1.975667547,0.463489156
11/10/2011,Chargers,Raiders,1.928510121,0.558946972,1.827859755,0.511320363
11/13/2011,Colts,Jaguars,2.459786498,0.625289192,1.365668319,0.566797112
11/13/2011,Panthers,Titans,1.956130578,0.47806917,1.7996744,0.47062713
11/13/2011,Buccaneers,Texans,1.498516268,0.397286,1.18018951,0.450288799
11/13/2011,Chiefs,Broncos,1.928502006,0.547665334,1.498538019,0.454891736
11/13/2011,Browns,Rams,1.26481907,0.442180737,1.004550331,0.457836796
11/13/2011,Jets,Patriots,1.507760787,0.482312062,1.663975093,0.495833021
11/13/2011,Eagles,Cardinals,1.832961881,0.576290612,2.114280909,0.458707702
11/13/2011,Bengals,Steelers,1.184197045,0.496070723,1.673496429,0.517644255
11/13/2011,Dolphins,Redskins,1.428465811,0.479295604,1.222972083,0.429507919
11/13/2011,Seahawks,Ravens,1.710313397,0.541174058,1.260631869,0.418328928
11/13/2011,Falcons,Saints,1.678097461,0.430953077,2.2591103,0.632776876
11/13/2011,49ers,Giants,1.027692238,0.285651168,1.70424548,0.492796789
11/13/2011,Bears,Lions,1.543144229,0.408456165,1.436572724,0.557589565
11/13/2011,Cowboys,Bills,1.697493583,0.505754579,1.422378572,0.418178314
11/14/2011,Packers,Vikings,1.34309582,0.547663775,2.363844952,0.566751604
11/17/2011,Broncos,Jets,2.169345297,0.605445962,1.494217436,0.553007673
11/20/2011,Rams,Seahawks,1.623815006,0.654339449,0.990699061,0.38754009
11/20/2011,Giants,Eagles,1.826906869,0.560751683,2.277814905,0.645414647
11/20/2011,Browns,Jaguars,1.366663281,0.455573223,1.004114407,0.520247484
11/20/2011,Vikings,Raiders,1.484134066,0.443724962,1.771361552,0.495755625
11/20/2011,49ers,Cardinals,1.025018231,0.362545594,1.492186256,0.429380025
11/20/2011,Falcons,Titans,1.501716273,0.385767497,2.23439155,0.636009913
11/20/2011,Redskins,Cowboys,1.402137572,0.379631407,1.431033574,0.547375163
11/20/2011,Bears,Chargers,1.508589696,0.425439346,1.617467673,0.582698652
11/20/2011,Ravens,Bengals,1.172072119,0.472527231,1.457408103,0.470774456
11/20/2011,Dolphins,Bills,1.276427179,0.425611394,1.313079575,0.483743672
11/20/2011,Packers,Buccaneers,1.529681772,0.58896299,2.404273577,0.584953689
11/20/2011,Lions,Panthers,1.512343513,0.408007295,1.646361056,0.514844765
11/21/2011,Patriots,Chiefs,2.174950061,0.534584073,2.82911447,0.672688858
11/24/2011,Lions,Packers,1.435541398,0.408922839,1.587281042,0.470531609
11/24/2011,Ravens,49ers,1.157037912,0.443854657,1.521020023,0.496378105
11/24/2011,Cowboys,Dolphins,1.529022121,0.480928287,1.407376578,0.406763672
11/27/2011,Chiefs,Steelers,1.85219756,0.581939539,1.264787347,0.408593603
11/27/2011,Chargers,Broncos,1.953972277,0.554285781,1.841870044,0.558870697
11/27/2011,Jaguars,Texans,1.639451531,0.610239279,1.084768706,0.463157768
11/27/2011,Seahawks,Redskins,1.643058327,0.537438303,1.247679642,0.417204358
11/27/2011,Colts,Panthers,2.436201394,0.631545425,1.215565173,0.509815404
11/27/2011,Rams,Cardinals,1.447626877,0.585403075,0.991538687,0.380179915
11/27/2011,Eagles,Patriots,2.084507496,0.612034151,1.917443045,0.456036637
11/27/2011,Titans,Buccaneers,1.663181271,0.478274721,1.612619913,0.735651957
11/27/2011,Bengals,Browns,1.418610574,0.571993617,1.726923105,0.593720416
11/27/2011,Falcons,Vikings,1.320622804,0.341868012,1.972064387,0.566538999
11/27/2011,Raiders,Bears,1.729697505,0.517351163,1.73096319,0.575528143
11/27/2011,Jets,Bills,1.579283993,0.470885909,1.854804138,0.52988356
11/28/2011,Saints,Giants,1.677097429,0.719864212,2.578967257,0.562611423
12/1/2011,Seahawks,Eagles,1.475421451,0.484985291,1.310299652,0.427955366
12/4/2011,Bears,Chiefs,1.509681777,0.406071898,1.653235173,0.609607798
12/4/2011,Browns,Ravens,1.263973269,0.427059182,0.907347373,0.440670307
12/4/2011,Texans,Falcons,1.662830374,0.665382408,2.082652703,0.564703232
12/4/2011,Bills,Titans,2.368052808,0.620502914,1.66880239,0.510970594
12/4/2011,Cardinals,Cowboys,1.765592116,0.441478258,1.390879362,0.499933796
12/4/2011,Redskins,Jets,1.417111804,0.390329823,1.448479118,0.544750153
12/4/2011,Buccaneers,Panthers,2.002962993,0.444455767,1.221145293,0.453372528
12/4/2011,49ers,Rams,0.934254545,0.320701558,1.605805092,0.429253528
12/4/2011,Saints,Lions,1.538211755,0.660250009,2.335920753,0.508651271
12/4/2011,Patriots,Colts,1.931069528,0.475136497,2.772670485,0.643809649
12/4/2011,Vikings,Broncos,1.838630435,0.481736617,1.698268763,0.558531529
12/4/2011,Dolphins,Raiders,1.048813803,0.340046525,1.669177209,0.535999487
12/4/2011,Steelers,Bengals,1.243040282,0.619665775,1.904892208,0.52411089
12/4/2011,Giants,Packers,1.855581133,0.532269624,1.906461372,0.536347425
12/5/2011,Jaguars,Chargers,1.541549365,0.568423398,1.063244662,0.449558203
12/8/2011,Steelers,Browns,1.143484234,0.570036268,1.802709778,0.498928396
12/11/2011,Dolphins,Eagles,1.138313382,0.357710223,1.522558024,0.486444082
12/11/2011,Broncos,Bears,1.829113267,0.567853486,1.26164897,0.475175236
12/11/2011,Titans,Saints,1.621765091,0.515855935,1.500978478,0.743711023
12/11/2011,Bengals,Texans,1.42970716,0.575723306,1.688743089,0.545896412
12/11/2011,Cardinals,49ers,1.689645536,0.432707012,1.373028692,0.483125601
12/11/2011,Panthers,Falcons,2.372143713,0.548780068,1.766617148,0.499706117
12/11/2011,Ravens,Colts,1.131654056,0.411288187,1.503236587,0.508737492
12/11/2011,Redskins,Patriots,1.343183036,0.395249174,1.48000103,0.537776843
12/11/2011,Lions,Vikings,1.618691472,0.432836141,1.982526753,0.557720531
12/11/2011,Cowboys,Giants,1.453684266,0.476699627,1.423156212,0.414559878
12/11/2011,Jets,Chiefs,1.479891225,0.480175373,1.99102703,0.573863433
12/11/2011,Chargers,Bills,1.945157738,0.578220983,1.732891393,0.548075728
12/11/2011,Jaguars,Buccaneers,1.483521857,0.562795576,0.921852464,0.401793983
12/11/2011,Packers,Raiders,1.608531033,0.666654262,2.670054263,0.613584331
12/12/2011,Seahawks,Rams,1.502333012,0.486176856,1.285674334,0.436125962
12/15/2011,Falcons,Jaguars,1.313641513,0.458412198,1.961471588,0.542166738
12/17/2011,Buccaneers,Cowboys,2.201260746,0.500752294,1.082843425,0.45672459
12/18/2011,Giants,Redskins,2.362852246,0.593705272,1.999303681,0.570602672
12/18/2011,Rams,Bengals,1.327686494,0.494296301,0.78123044,0.302193435
12/18/2011,Texans,Panthers,1.432322778,0.571388935,1.967652593,0.599507334
12/18/2011,Bears,Seahawks,1.356410242,0.359805313,1.43674907,0.544494844
12/18/2011,Chiefs,Packers,1.604134714,0.501823399,0.876923763,0.295452494
12/18/2011,Cardinals,Browns,1.622973102,0.441229826,1.330889902,0.484433145
12/18/2011,Vikings,Saints,1.872654038,0.511697806,1.591611982,0.543133654
12/18/2011,Bills,Dolphins,2.397003525,0.624449955,1.615613028,0.544589567
12/18/2011,Broncos,Patriots,1.725074259,0.545250007,1.188374139,0.470477703
12/18/2011,Colts,Titans,2.522396116,0.684502105,1.197877271,0.47374097
12/18/2011,Raiders,Lions,1.843936632,0.55983166,1.687106209,0.587321573
12/18/2011,Chargers,Ravens,1.949459497,0.619828564,1.649833027,0.537911909
12/18/2011,Eagles,Jets,2.045723517,0.573950758,1.909153689,0.498913015
12/19/2011,49ers,Steelers,0.827491589,0.298142658,1.310291075,0.350411606
12/22/2011,Colts,Texans,2.584526419,0.696679985,1.169862646,0.454431749
12/24/2011,Cowboys,Eagles,1.548594271,0.485508665,1.509845517,0.467183823
12/24/2011,Chiefs,Raiders,1.906265137,0.538465488,0.74697847,0.260632164
12/24/2011,Jets,Giants,1.270313307,0.418929878,2.307540567,0.662305813
12/24/2011,Seahawks,49ers,1.447164917,0.520503049,1.313684211,0.435670491
12/24/2011,Ravens,Browns,1.029467726,0.367926219,1.687187632,0.520730914
12/24/2011,Bengals,Cardinals,1.693860919,0.606662713,1.550199764,0.521326652
12/24/2011,Titans,Jaguars,1.506452343,0.49268228,1.428249207,0.694336585
12/24/2011,Redskins,Vikings,1.352801032,0.430881636,1.472310621,0.505609873
12/24/2011,Steelers,Rams,1.050161087,0.523619213,1.940347134,0.534609184
12/24/2011,Patriots,Dolphins,1.895336536,0.477052661,2.812148057,0.633587962
12/24/2011,Lions,Chargers,1.749749159,0.498540555,1.909748156,0.542321576
12/24/2011,Bills,Broncos,2.441902248,0.657499926,1.469881737,0.49556185
12/24/2011,Panthers,Buccaneers,2.135397725,0.511719161,2.004078676,0.550185992
12/25/2011,Packers,Bears,1.761213593,0.664110672,2.770162056,0.612495271
12/26/2011,Saints,Falcons,1.600426836,0.66359717,2.384244177,0.5513931
1/1/2012,Broncos,Chiefs,1.826217091,0.587332697,1.209347349,0.476545464
1/1/2012,Browns,Steelers,1.331876483,0.421367954,0.717262671,0.415935343
1/1/2012,Vikings,Bears,2.074119136,0.526513534,1.754273455,0.605356728
1/1/2012,Bengals,Ravens,1.560242273,0.557098152,1.594528314,0.521803471
1/1/2012,Jaguars,Colts,1.441538071,0.567717288,1.21360456,0.517675604
1/1/2012,Dolphins,Jets,1.274665327,0.439928347,1.487722091,0.46426993
1/1/2012,Texans,Titans,1.540587067,0.59730702,1.887614662,0.564209807
1/1/2012,Cardinals,Seahawks,1.418940391,0.447971957,1.38034954,0.535095433
1/1/2012,Raiders,Chargers,1.878651169,0.576238207,1.695410788,0.642617168
1/1/2012,Rams,49ers,1.317244392,0.475523925,0.704213864,0.288268929
1/1/2012,Giants,Cowboys,2.308947168,0.606937514,2.008739102,0.548910899
1/1/2012,Eagles,Redskins,1.933878188,0.54086838,1.992828383,0.535035224
1/1/2012,Saints,Panthers,1.616315116,0.694093757,2.610048382,0.587807522
1/1/2012,Packers,Lions,1.722449751,0.634753983,2.674908555,0.641666659
1/1/2012,Patriots,Bills,1.928111935,0.498938343,2.883612932,0.631704335
1/7/2012,Texans,Bengals,1.468266699,0.564544547,1.803189732,0.54053223
1/7/2012,Saints,Lions,1.49169602,0.642784583,2.731230833,0.593287787
1/8/2012,Giants,Falcons,2.311323493,0.605494041,1.996354085,0.544376923
1/8/2012,Broncos,Steelers,1.769570032,0.554564857,1.287112971,0.497432855
1/14/2012,49ers,Saints,0.841658063,0.351840398,1.262600395,0.367130652
1/14/2012,Patriots,Broncos,2.025388002,0.539114406,2.891530724,0.642796432
1/15/2012,Ravens,Texans,1.143302583,0.388028798,1.559077863,0.553086633
1/15/2012,Packers,Giants,1.768021815,0.632482175,2.804097623,0.672401124
1/22/2012,49ers,Giants,0.919024978,0.400835301,1.401457679,0.398406531
1/22/2012,Patriots,Ravens,2.101664142,0.576681692,2.988442444,0.650844654
2/5/2012,Patriots,Giants,2.040023853,0.564346356,3.144562713,0.665598858
9/5/2012,Giants,Cowboys,1.888330967,0.524226001,2.025441877,0.52437525
9/9/2012,Titans,Patriots,1.495198199,0.544051087,1.39354158,0.666668945
9/9/2012,Buccaneers,Panthers,2.538339171,0.544835856,1.128652004,0.539257731
9/9/2012,Browns,Eagles,1.309158864,0.460976492,0.736616615,0.423649669
9/9/2012,Cardinals,Seahawks,1.482291276,0.444041033,1.366060563,0.525195358
9/9/2012,Packers,49ers,2.029830598,0.642764906,2.738898058,0.667672263
9/9/2012,Chiefs,Falcons,1.757818816,0.531922692,0.793015304,0.255427439
9/9/2012,Vikings,Jaguars,2.080849132,0.52468668,1.920847126,0.608594732
9/9/2012,Lions,Rams,1.640504597,0.532977701,2.32563477,0.616887516
9/9/2012,Texans,Dolphins,1.353399364,0.516453648,1.752354562,0.569685816
9/9/2012,Broncos,Steelers,1.566173901,0.509443928,1.188692924,0.449644155
9/9/2012,Saints,Redskins,1.64577376,0.663718544,2.926304689,0.597804272
9/9/2012,Bears,Colts,1.659125507,0.449234205,1.317378605,0.530634096
9/9/2012,Jets,Bills,1.457821824,0.449198737,2.279439303,0.642920864
9/10/2012,Raiders,Chargers,1.81816167,0.550822086,1.531385236,0.586550249
9/10/2012,Ravens,Bengals,1.063848916,0.374613645,1.56574451,0.595584345
9/13/2012,Packers,Bears,2.027877018,0.623509826,2.665333652,0.667606407
9/16/2012,Jaguars,Texans,1.394579319,0.56434759,1.159956382,0.48492716
9/16/2012,Patriots,Cardinals,1.96279151,0.55309033,2.990950293,0.650436169
9/16/2012,Colts,Vikings,2.154576564,0.587053709,1.092318072,0.472756697
9/16/2012,Eagles,Ravens,1.711286985,0.492654165,2.060045236,0.547846015
9/16/2012,Seahawks,Cowboys,1.331391071,0.48011536,1.360921005,0.427607782
9/16/2012,Steelers,Jets,0.950161685,0.438117806,1.710570494,0.487237333
9/16/2012,49ers,Lions,1.057097671,0.425008717,1.430671583,0.386117149
9/16/2012,Rams,Redskins,1.58064023,0.520437929,0.756748005,0.325687883
9/16/2012,Bengals,Browns,1.467063033,0.61809609,1.460072106,0.459673497
9/16/2012,Dolphins,Raiders,1.477761399,0.473977594,1.573792898,0.539800947
9/16/2012,Bills,Chiefs,2.389584062,0.624257238,1.618935055,0.518626012
9/16/2012,Panthers,Saints,2.192436456,0.539999932,2.115393206,0.593193682
9/16/2012,Chargers,Titans,1.821674971,0.568642206,1.794894145,0.58959182
9/16/2012,Giants,Buccaneers,1.85729644,0.526743394,2.024466586,0.52982986
9/17/2012,Falcons,Broncos,1.416772526,0.497171213,1.553114212,0.429764708
9/20/2012,Panthers,Giants,1.696471575,0.417709223,1.662739375,0.465782565
9/23/2012,Chargers,Falcons,1.431063678,0.444986997,1.400709822,0.460019996
9/23/2012,Browns,Bills,1.010967117,0.351548382,0.544426212,0.313115371
9/23/2012,Cowboys,Buccaneers,1.250474016,0.417359325,1.258013462,0.381970754
9/23/2012,Colts,Jaguars,1.693166936,0.45911914,0.82438887,0.36716021
9/23/2012,Dolphins,Jets,1.151581549,0.369123909,1.227627413,0.418142587
9/23/2012,Bears,Rams,1.260546548,0.343283971,0.965493859,0.38956759
9/23/2012,Vikings,49ers,1.498428633,0.377962744,1.469969549,0.466607824
9/23/2012,Saints,Chiefs,1.39517704,0.528776371,2.300451058,0.48650698
9/23/2012,Broncos,Texans,1.464173658,0.428960597,0.91221063,0.348262687
9/23/2012,Cardinals,Eagles,1.076954957,0.322775046,1.10555139,0.412235601
9/23/2012,Ravens,Patriots,0.89479969,0.30222374,1.216231901,0.458876364
9/23/2012,Redskins,Bengals,1.264965131,0.350840271,1.054178136,0.350928026
9/23/2012,Raiders,Steelers,1.446048839,0.461932316,1.153723743,0.441498462
9/23/2012,Titans,Lions,1.182855416,0.421271173,1.018483734,0.491632745
9/24/2012,Seahawks,Packers,1.055150388,0.380499704,1.068558249,0.336387763
9/27/2012,Ravens,Browns,0.710689917,0.24027822,0.985367821,0.381338831
9/30/2012,Jets,49ers,0.921752601,0.320255389,1.414007232,0.401038289
9/30/2012,Jaguars,Bengals,0.882429569,0.360112405,0.730264108,0.305943187
9/30/2012,Lions,Vikings,1.198960701,0.359391681,1.609886416,0.423370903
9/30/2012,Rams,Seahawks,1.007147895,0.331517516,0.469658732,0.205252725
9/30/2012,Eagles,Giants,1.090276639,0.307276257,1.317428636,0.346038063
9/30/2012,Chiefs,Chargers,1.046191465,0.311821882,0.43574964,0.141147452
9/30/2012,Buccaneers,Redskins,1.597873249,0.34039417,0.738330327,0.361925597
9/30/2012,Cardinals,Dolphins,0.869976673,0.257574565,0.909308433,0.339060953
9/30/2012,Packers,Saints,1.322736508,0.402241427,1.760239894,0.437093985
9/30/2012,Bills,Patriots,1.515768506,0.393774303,1.038142063,0.332369455
9/30/2012,Falcons,Panthers,0.898184149,0.311583613,0.978480719,0.27086753
9/30/2012,Broncos,Raiders,1.19455309,0.352311472,0.75093601,0.288011588
9/30/2012,Texans,Titans,0.914630303,0.350211471,1.074857748,0.372416458
10/1/2012,Cowboys,Bears,1.027822423,0.34304693,1.018159338,0.306029375
10/4/2012,Rams,Cardinals,0.844048829,0.278380598,0.396838549,0.173428467
10/7/2012,Jaguars,Bears,0.730998355,0.300519985,0.602539983,0.253627698
10/7/2012,Chiefs,Ravens,0.869686097,0.260624903,0.368227776,0.119275858
10/7/2012,Panthers,Seahawks,1.152058342,0.284064077,1.142585172,0.318731374
10/7/2012,Bengals,Dolphins,0.806972241,0.338141093,0.783196652,0.244271515
10/7/2012,Steelers,Eagles,0.615423194,0.283060157,1.09484675,0.311988248
10/7/2012,Redskins,Falcons,0.865727559,0.237072531,0.712489125,0.238290696
10/7/2012,Vikings,Titans,1.01230609,0.252005137,1.006501014,0.31927413
10/7/2012,Colts,Packers,1.382862643,0.37308139,0.669053868,0.293383898
10/7/2012,Patriots,Broncos,1.048136043,0.307178467,1.626408604,0.361331134
10/7/2012,Saints,Chargers,0.914382765,0.343363014,1.629570604,0.343006174
10/7/2012,Giants,Browns,1.070184423,0.315186878,1.129663769,0.273672518
10/7/2012,49ers,Bills,0.583408148,0.234389312,0.777833806,0.199515877
10/8/2012,Jets,Texans,0.763521196,0.265497573,1.187279822,0.335059537
10/11/2012,Titans,Steelers,0.700940182,0.246970511,0.59136958,0.274269701
10/14/2012,49ers,Giants,0.513578158,0.206334504,0.662532848,0.164535414
10/14/2012,Cardinals,Bills,0.609108532,0.175515956,0.644243581,0.241311962
10/14/2012,Dolphins,Rams,0.589924946,0.204092805,0.664177272,0.239053153
10/14/2012,Falcons,Raiders,0.616526939,0.220628916,0.710282463,0.19589053
10/14/2012,Eagles,Lions,0.786412353,0.220663354,0.923888434,0.242768029
10/14/2012,Seahawks,Patriots,0.575435196,0.21693633,0.59610885,0.184726021
10/14/2012,Texans,Packers,0.609391954,0.248465626,0.776366453,0.275429548
10/14/2012,Ravens,Cowboys,0.480009804,0.153516996,0.733525195,0.286915489
10/14/2012,Browns,Bengals,0.564097868,0.195590757,0.304065335,0.17694728
10/14/2012,Jets,Colts,0.624555827,0.221373181,1.016503875,0.282187795
10/14/2012,Buccaneers,Chiefs,1.325609604,0.278389115,0.598040302,0.298184286
10/14/2012,Redskins,Vikings,0.714390479,0.193082826,0.558951957,0.192364238
10/15/2012,Chargers,Broncos,0.806765267,0.247835383,0.775227821,0.264934578
10/18/2012,49ers,Seahawks,0.41602815,0.177734484,0.548555228,0.132752952
10/21/2012,Panthers,Cowboys,0.985249671,0.241065371,0.97697105,0.267771807
10/21/2012,Colts,Browns,0.937842606,0.259896668,0.469479122,0.20812283
10/21/2012,Bengals,Steelers,0.588667858,0.243472299,0.570852192,0.180441747
10/21/2012,Rams,Packers,0.577332171,0.186718056,0.288112445,0.129608174
10/21/2012,Vikings,Cardinals,0.706214539,0.178837002,0.720058189,0.227582644
10/21/2012,Raiders,Jaguars,0.82674102,0.267306499,0.639242432,0.248226195
10/21/2012,Giants,Redskins,0.784204126,0.217703826,0.767813351,0.1913433
10/21/2012,Buccaneers,Saints,1.129317848,0.236402814,0.49989701,0.251295863
10/21/2012,Patriots,Jets,0.744493203,0.213315908,1.159473537,0.259381871
10/21/2012,Bills,Titans,0.876817102,0.22495973,0.523890854,0.18629828
10/21/2012,Texans,Ravens,0.520867481,0.213901506,0.669220224,0.234431236
10/22/2012,Bears,Lions,0.734791523,0.199717306,0.5403231,0.21865097
10/25/2012,Vikings,Buccaneers,0.612683221,0.153692779,0.60683596,0.196025465
10/28/2012,Browns,Chargers,0.410149783,0.144208245,0.187014265,0.121990476
10/28/2012,Rams,Patriots,0.497638277,0.162279508,0.239227758,0.097608196
10/28/2012,Jets,Dolphins,0.45699237,0.156683518,0.695714953,0.198826379
10/28/2012,Titans,Colts,0.518924805,0.183531165,0.396946933,0.198126545
10/28/2012,Chiefs,Raiders,0.499124544,0.170194816,0.266051846,0.082840557
