date,home,away,first_downs_opp_homeAvg,first_downs_homeAvg,third_downs_opp_homeAvg,third_downs_homeAvg,fourth_downs_opp_homeAvg,fourth_downs_homeAvg
11/21/2010,Saints,Seahawks,17.2377942,21.30046368,4.831691989,5.805433104,2.517689687,3.310398509
11/21/2010,Steelers,Raiders,17.44088503,15.86217884,5.146684882,4.646386423,2.952605819,2.000460671
11/21/2010,Cowboys,Lions,19.0667545,20.01867018,4.822685269,5.159945377,2.884595191,2.695544191
11/22/2010,Chargers,Broncos,15.44891685,23.23966016,4.677324752,5.791238284,2.646339667,3.61730674
11/25/2010,Lions,Patriots,19.84555451,18.68161256,4.803292146,5.570711035,2.611202197,3.00441188
11/25/2010,Jets,Bengals,17.77503199,19.16504865,4.869311316,5.957622995,2.761772391,2.264792908
11/25/2010,Cowboys,Saints,19.71299348,19.53291707,4.957583728,4.907111152,3.188358149,2.460683221
11/28/2010,Redskins,Vikings,21.72393676,17.27344734,4.848006844,3.319693173,2.184557774,1.83309018
11/28/2010,Colts,Chargers,19.40485473,22.36199686,4.992792619,5.544330398,3.315285567,3.139877498
11/28/2010,Bills,Steelers,20.80719032,16.79156969,5.676333741,5.441784052,2.738320927,2.491186501
11/28/2010,Ravens,Buccaneers,17.82572925,20.33999643,5.702583664,5.631359257,3.010162815,2.299440181
11/28/2010,Raiders,Dolphins,17.94318832,19.05896879,4.37944294,4.771192595,2.489537217,2.998665965
11/28/2010,Texans,Titans,22.93159273,21.69700972,4.976383979,4.774283481,2.715956222,2.657280636
11/28/2010,Falcons,Packers,18.43455694,22.60283569,5.809174293,7.288612018,2.815144099,4.910110321
11/28/2010,Giants,Jaguars,15.22572783,22.67031952,3.9298651,5.007647344,1.181929095,2.914933464
11/28/2010,Browns,Panthers,20.2976272,17.05494106,5.999393386,5.063416103,3.034915064,3.398271213
11/28/2010,Seahawks,Chiefs,19.96128274,15.80087493,4.860843381,4.714352418,3.42099884,2.233273092
11/28/2010,Bears,Eagles,17.37023574,16.18981139,4.66522029,4.076911467,2.604679907,2.68578551
11/28/2010,Broncos,Rams,20.74604101,20.13421031,5.348651751,5.0226225,2.752469094,3.669617785
11/29/2010,Cardinals,49ers,22.30325719,16.33858312,5.753430576,3.587265795,3.705661341,2.026449346
12/2/2010,Eagles,Texans,18.69750484,19.9958294,4.782671897,5.66628242,2.506361766,2.584652584
12/5/2010,Titans,Jaguars,21.52606947,16.33776303,6.456582417,4.979661382,3.830972056,2.479430315
12/5/2010,Cardinals,Rams,21.67663636,16.51378008,5.57662187,3.652490053,3.791904604,1.925582818
12/5/2010,Chiefs,Broncos,19.62553737,20.13074548,5.204248976,4.531986747,3.253126274,2.708195293
12/5/2010,Dolphins,Browns,17.69398161,19.07198561,5.447775629,6.116295425,2.391532143,3.185018956
12/5/2010,Ravens,Steelers,17.05537738,20.60400743,5.246272172,5.29600538,2.77932576,2.106875567
12/5/2010,Chargers,Raiders,16.38013965,22.65040388,4.4206038,5.770168285,2.782504073,3.625325982
12/5/2010,Lions,Bears,19.74404878,18.53782654,4.949426541,6.007850129,2.973977618,2.659899957
12/5/2010,Buccaneers,Falcons,19.35990815,17.59216666,5.744257055,5.702898615,2.818635255,2.736338722
12/5/2010,Bengals,Saints,18.52649021,20.25086314,5.379851031,5.538700747,3.007501229,3.194268972
12/5/2010,Giants,Redskins,15.40718857,21.80726895,3.849598789,5.021139666,1.381323002,2.606705518
12/5/2010,Seahawks,Panthers,20.47447447,16.28625812,5.440628129,4.923109232,4.123146712,2.04348158
12/5/2010,Packers,49ers,18.14743415,19.50946902,5.291002447,5.505222729,2.711377273,3.075926859
12/5/2010,Colts,Cowboys,19.64989126,22.95241732,5.189514821,6.087989335,3.649858445,2.881855193
12/5/2010,Vikings,Bills,16.92155687,19.58059228,5.676144883,4.576918565,3.216393606,2.662636634
12/6/2010,Patriots,Jets,22.86926752,20.92562565,6.505022297,5.052637447,3.681247651,3.520414569
12/9/2010,Titans,Colts,21.71441835,15.66785179,6.73441618,4.803799314,4.323525994,2.26269757
12/12/2010,Jets,Dolphins,17.23026528,19.46793361,4.677188055,5.851192334,2.190162547,2.739413776
12/12/2010,Lions,Packers,19.69497082,19.16638047,4.831692863,6.101177501,2.638541372,3.104684355
12/12/2010,Bears,Patriots,17.31223009,16.51397393,4.271168145,4.473821404,2.472345413,2.394682017
12/12/2010,Panthers,Falcons,20.15200439,14.94311547,4.808660648,4.681970297,2.617742753,1.918101328
12/12/2010,Bills,Browns,21.934325,17.77561911,6.611564002,5.34191702,3.098687297,2.536486172
12/12/2010,Redskins,Buccaneers,20.84257533,17.89344962,4.810404169,4.029448688,2.054052338,2.154611073
12/12/2010,Steelers,Bengals,18.40122837,17.99201696,4.606535716,5.572803712,2.55458334,2.510134505
12/12/2010,Cowboys,Eagles,19.66600475,19.97010843,5.451274794,5.254200186,2.598248969,3.198675889
12/12/2010,Chargers,Chiefs,16.20505292,22.21568824,4.276581728,5.259100265,2.828990226,3.288140265
12/12/2010,Saints,Rams,17.89805467,22.27564809,4.898614598,6.422153153,2.49711201,3.493303293
12/12/2010,Jaguars,Raiders,20.34728998,20.81779192,5.263056024,5.428933694,2.437041982,2.873072606
12/12/2010,49ers,Seahawks,17.576773,17.02318804,4.559385814,4.515026015,2.317483166,3.031933116
12/12/2010,Cardinals,Broncos,22.16869456,15.59911438,5.734321995,3.461798872,3.430514943,1.960941965
12/13/2010,Vikings,Giants,16.37560299,19.21611864,5.868343443,4.659908614,3.617240164,2.335579768
12/13/2010,Texans,Ravens,21.78306203,21.50142793,5.026819694,5.059734884,2.896015,3.009255933
12/16/2010,Chargers,49ers,16.76416729,21.84781261,4.647679308,5.056555179,2.764781003,3.293389496
12/19/2010,Rams,Chiefs,19.18065492,19.00549322,4.113804009,5.282544778,1.633618467,2.895482812
12/19/2010,Dolphins,Bills,16.55991314,19.23886861,4.845861838,6.154789285,2.126160118,3.071598243
12/19/2010,Steelers,Jets,18.06108262,17.92854901,4.559660043,5.464450087,2.7190888,2.367026113
12/19/2010,Seahawks,Falcons,20.932316,16.50874802,5.924855329,4.721322653,3.560788172,2.358423525
12/19/2010,Panthers,Cardinals,20.56744274,15.16679322,4.810253272,4.680145127,2.855318291,1.76752755
12/19/2010,Bengals,Browns,18.59189083,19.73958975,4.829093744,5.371557179,2.721314378,3.168556671
12/19/2010,Buccaneers,Lions,19.24305883,17.43460665,5.547367304,5.722140626,2.587078603,2.734845777
12/19/2010,Ravens,Saints,16.75782108,19.7808088,5.192004252,4.98607616,2.452520338,2.275861849
12/19/2010,Titans,Texans,21.93481229,15.18337227,6.690408581,4.464863868,4.168776839,2.122169796
12/19/2010,Patriots,Packers,22.73075772,20.91102699,6.310952765,4.801119468,3.832769696,3.24712504
12/19/2010,Giants,Eagles,16.61419687,21.44770643,4.480155967,4.531117558,1.094256947,2.587605296
12/19/2010,Cowboys,Redskins,20.13306178,20.35879774,5.520554083,5.517818282,2.939281544,2.900698291
12/19/2010,Colts,Jaguars,19.73076847,22.37302683,4.968107738,5.827837009,3.054828105,3.109138049
12/19/2010,Raiders,Broncos,18.41971702,18.69530217,4.843103509,4.701905018,2.759718269,2.576374511
12/20/2010,Vikings,Bears,15.92214247,19.30029475,5.665738038,4.4980227,3.433597594,2.349222687
12/25/2010,Cardinals,Cowboys,21.6641304,15.88066438,5.526704492,3.275567015,2.847244903,2.054977178
12/26/2010,Bills,Patriots,20.87562519,17.32316798,5.906958492,5.149365714,2.733138955,2.684992628
12/26/2010,Browns,Ravens,19.80350165,16.65190215,5.704963716,4.621274602,3.128840026,2.648555203
12/26/2010,Jaguars,Redskins,19.71154405,20.901138,5.059087026,5.374644696,2.161428704,2.930358632
12/26/2010,Broncos,Texans,21.10848732,19.79461821,5.356644463,4.089473739,3.22566365,2.689589875
12/26/2010,Rams,49ers,19.36606502,18.60537409,4.692995694,4.923743435,2.475082133,2.802913965
12/26/2010,Raiders,Colts,18.41199707,18.93232998,4.842060938,4.82494773,2.991912239,2.331776055
12/26/2010,Dolphins,Lions,16.26968749,18.11701098,4.969136859,5.870245879,2.451698298,2.843164676
12/26/2010,Chiefs,Titans,18.99807969,19.76574963,5.353383227,4.815221732,3.607444638,2.628042269
12/26/2010,Bengals,Chargers,18.64005949,19.2249503,5.028367529,5.044493012,3.115211084,2.917012495
12/26/2010,Buccaneers,Seahawks,19.45958314,17.26718301,5.580842368,5.656102742,2.902640807,2.45680058
12/26/2010,Bears,Jets,17.9354816,16.66883921,5.037324012,4.365369288,2.542760784,2.266729391
12/26/2010,Packers,Giants,17.47075748,19.17359675,4.83970695,5.249578777,2.684945032,3.122861713
12/27/2010,Falcons,Saints,17.8880102,22.34593531,4.887070277,7.278712678,2.674715877,3.746050334
12/28/2010,Eagles,Vikings,19.68537411,20.30470704,4.585439493,5.413173749,2.402317723,2.7027568
1/2/2011,Browns,Steelers,19.97339486,16.49835428,5.701623433,4.408639386,3.310380455,2.446219219
1/2/2011,Packers,Bears,17.18460113,19.67378454,4.754189337,5.724065956,2.829964956,2.823201649
1/2/2011,Chiefs,Raiders,18.49683154,19.91427004,5.423667383,4.852658241,3.801906347,2.524397136
1/2/2011,Ravens,Bengals,17.96955086,19.46497316,5.31493833,5.205713533,2.603533006,2.299147655
1/2/2011,Eagles,Cowboys,19.68243426,20.19913125,4.879266412,5.312546066,2.851597917,2.497630254
1/2/2011,Saints,Buccaneers,17.52529393,21.8240097,4.530051848,6.307757977,2.805839597,3.6586076
1/2/2011,Redskins,Giants,20.97955742,18.77853693,4.638179718,4.13386733,2.106955907,2.185948915
1/2/2011,Seahawks,Rams,19.94866648,16.75907369,6.218494556,4.655519553,3.601455181,2.349629678
1/2/2011,Lions,Vikings,19.58151515,18.95731425,4.539096398,5.848885114,2.451707001,3.04032745
1/2/2011,Colts,Titans,19.8591019,22.06011028,4.89313541,5.860687259,3.068526133,3.064206857
1/2/2011,Broncos,Chargers,21.0890706,18.84721946,5.102608612,3.914676696,3.149416583,2.447345484
1/2/2011,Falcons,Panthers,17.70510421,22.24925895,4.835621009,7.451420211,2.818979139,3.583831674
1/2/2011,Texans,Jaguars,21.20384908,22.81166802,5.188517725,5.220559984,2.931527241,2.896381551
1/2/2011,Patriots,Dolphins,22.18178028,20.83622935,6.417028219,5.333272178,3.366881777,3.104755824
1/2/2011,Jets,Bills,17.73061035,18.84377679,5.090871857,5.686306122,2.947695995,2.812078779
1/2/2011,49ers,Cardinals,18.45469173,15.63183352,4.98102936,4.347821299,2.993703819,2.873040199
1/8/2011,Colts,Jets,19.58656275,22.50936437,4.794058689,5.761557989,3.183184834,2.832123039
1/8/2011,Seahawks,Saints,20.18362843,16.2121986,6.262181761,4.690944137,3.82506258,2.302109366
1/9/2011,Chiefs,Ravens,18.23180433,20.23141484,5.24567748,5.172332644,3.529363866,3.003799348
1/9/2011,Eagles,Packers,19.70064871,20.51189295,4.969296688,5.23362093,2.592537243,2.650795071
1/15/2011,Falcons,Packers,18.10916676,21.58042895,5.103188521,7.129716112,2.610916829,3.531368339
1/15/2011,Steelers,Ravens,17.6690156,18.44125564,4.451310359,6.060810485,2.370780784,3.505635864
1/16/2011,Patriots,Jets,21.78425328,20.70631267,6.183867962,5.575949776,3.378276036,2.856475048
1/16/2011,Bears,Seahawks,18.1720268,16.77114472,4.992599153,4.100126155,2.294861996,2.153318822
1/23/2011,Bears,Packers,17.87023361,16.50757522,4.758246493,4.160294403,2.286566163,1.95224391
1/23/2011,Steelers,Jets,17.59783322,18.89669542,4.561890291,6.257805882,2.676741533,3.303314657
2/6/2011,Packers,Steelers,16.68368572,20.40752302,4.578834789,5.761856288,2.633009916,2.581320103
9/8/2011,Packers,Saints,16.56197429,20.46791052,4.339036791,5.500058992,2.511797674,2.402314335
9/11/2011,Chiefs,Bills,18.50606587,20.02838937,5.329703048,5.293570307,3.295244771,3.268885895
9/11/2011,Rams,Eagles,19.00973117,18.28077325,4.676938738,4.932564012,2.238576026,3.12438836
9/11/2011,Jaguars,Titans,19.33571964,20.40730783,4.935593027,5.473252399,2.236617287,3.149763465
9/11/2011,Browns,Bengals,19.55843475,16.45035037,5.815078125,4.576098186,3.081363255,2.749441257
9/11/2011,Buccaneers,Lions,19.2418173,18.00739591,5.603514076,5.68230002,2.580069747,2.983629387
9/11/2011,Chargers,Vikings,15.38724641,22.31927104,4.387353,5.74679346,2.833986029,3.95488303
9/11/2011,Jets,Cowboys,17.4304057,19.09322388,5.027965234,6.071566796,3.111064504,2.569615033
9/11/2011,Redskins,Giants,20.44687208,18.36286293,4.813671363,4.089087767,2.528850178,2.032764152
9/11/2011,Cardinals,Panthers,21.53988326,15.0269275,5.582445664,3.211840874,2.699057488,2.00742787
9/11/2011,Bears,Falcons,17.87896421,16.89806746,4.617891622,4.608338945,2.077574454,2.592967064
9/11/2011,49ers,Seahawks,18.51620176,15.35625783,4.912990165,4.359233528,3.063495392,2.743135679
9/11/2011,Texans,Colts,21.53673736,22.71015665,5.14012061,4.881952235,3.038978046,2.684589661
9/11/2011,Ravens,Steelers,17.33674563,19.0037584,5.229368819,5.380480691,2.552223261,2.04034942
9/12/2011,Broncos,Raiders,21.16574418,19.28542009,4.759137023,4.001720809,2.860162643,2.671575722
9/12/2011,Dolphins,Patriots,15.92544822,19.09058388,4.849422284,5.85767873,2.163885398,3.285348787
9/18/2011,Dolphins,Texans,16.62153771,18.81686518,5.34938672,5.688682296,2.842470482,3.055473813
9/18/2011,Colts,Browns,19.75685745,22.27157919,5.117547768,5.680721867,2.803839088,3.148532403
9/18/2011,Vikings,Buccaneers,17.30307151,18.2620948,5.341023318,4.433906179,3.377880128,2.007939447
9/18/2011,Redskins,Cardinals,20.00377892,18.4610439,4.837582642,3.993295782,2.313786385,2.131832833
9/18/2011,Panthers,Packers,20.4411332,14.78081608,4.977768068,4.406943904,2.620724038,1.855719874
9/18/2011,Steelers,Seahawks,16.97145069,19.31561423,4.666940868,6.38774638,2.723312169,3.4713518
9/18/2011,Broncos,Bengals,21.07625068,19.17647717,4.886311872,4.05712899,2.64411941,2.884665514
9/18/2011,49ers,Cowboys,18.64062039,15.37635587,5.244165769,4.132244402,2.846864978,2.624358218
9/18/2011,Titans,Ravens,22.60286594,15.87849604,6.630397238,4.338326195,4.0557835,2.120381173
9/18/2011,Saints,Bears,17.40848192,22.55625243,4.454692475,6.574787353,2.993936935,3.402669181
9/18/2011,Jets,Jaguars,17.71757329,18.96789366,5.109318957,5.995830599,3.307191232,2.558663621
9/18/2011,Patriots,Chargers,20.8876199,21.31602093,6.08172722,5.926282409,2.912240676,3.609990016
9/18/2011,Falcons,Eagles,18.38345204,21.37738767,5.145650837,6.603196236,2.218046948,3.536464961
9/18/2011,Bills,Raiders,20.66414404,16.2719424,6.096074815,4.906535649,3.029502616,2.422326224
9/18/2011,Lions,Chiefs,19.86002158,18.94349007,4.881844361,6.007738844,2.599344251,3.344906272
9/19/2011,Giants,Rams,17.04258646,20.34509298,4.194353506,4.663467071,1.582854412,2.405138733
9/25/2011,Rams,Ravens,20.72799769,18.42215021,5.364530159,4.080262869,1.854086326,2.649328789
9/25/2011,Bengals,49ers,17.76505941,18.93087676,4.48216215,5.767736588,2.8695972,2.569869482
9/25/2011,Seahawks,Cardinals,18.77381716,16.94709155,5.194311372,4.709426408,3.211243452,2.208620441
9/25/2011,Panthers,Jaguars,19.14177212,17.35873296,5.001612011,4.097926578,3.162262711,1.448134617
9/25/2011,Buccaneers,Falcons,20.55002671,17.92412326,4.980142951,5.624910729,2.553515057,3.570571586
9/25/2011,Eagles,Giants,19.76170512,21.40153091,4.584384398,5.745228503,2.206972679,2.307385475
9/25/2011,Titans,Broncos,22.02970866,15.21949806,7.154709873,4.248731957,5.156712333,1.620130294
9/25/2011,Browns,Dolphins,19.28382796,16.6107426,6.250996685,4.521879534,2.28987986,3.211081656
9/25/2011,Bears,Packers,18.53789327,16.86006209,4.328757618,4.633281389,1.525960072,3.163877492
9/25/2011,Chargers,Chiefs,14.32110138,24.02289134,4.339068645,5.865336083,2.382846904,4.237623301
9/25/2011,Colts,Steelers,21.07511023,20.72017442,5.083972398,4.731882026,3.28689618,2.489393393
9/25/2011,Vikings,Lions,20.32881074,16.37792852,5.526740722,4.344352858,3.978710468,1.553753823
9/25/2011,Raiders,Jets,19.71205314,19.2286698,5.045206468,4.735273166,3.558728531,1.774908794
9/25/2011,Bills,Patriots,19.01195287,17.73849546,5.432593056,5.389173195,3.051331696,1.899168937
9/25/2011,Saints,Texans,18.61554877,23.54764315,5.154550263,7.110013251,4.052147748,2.70929227
9/26/2011,Cowboys,Redskins,19.11804042,20.55086891,5.250890827,5.112665649,3.439388361,2.244279599
10/2/2011,Rams,Redskins,20.92365615,17.63115604,5.299326306,4.236810668,2.416798867,2.362278243
10/2/2011,Jaguars,Saints,17.46383655,18.79372672,4.356182839,5.414538075,2.113805548,3.57341234
10/2/2011,Browns,Titans,19.23334365,16.87377564,5.858576582,5.156457392,2.625911215,2.777981249
10/2/2011,Texans,Steelers,19.88472105,22.59192429,3.953851698,4.936263386,2.600242175,2.913809502
10/2/2011,Raiders,Patriots,22.4016064,20.49109021,4.843006837,5.356899953,3.621403,1.644806167
10/2/2011,Chiefs,Vikings,20.35677661,16.79391212,5.71788123,4.117098528,2.877987389,2.575250355
10/2/2011,Bengals,Bills,17.96740404,18.87291147,4.524542612,4.923013535,3.197683628,2.106325324
10/2/2011,Eagles,49ers,19.74521012,22.43339642,4.800318516,5.643112301,2.826542321,1.915638964
10/2/2011,Chargers,Dolphins,16.83891578,24.99159746,4.804505198,6.6344653,3.262671398,3.433630612
10/2/2011,Cardinals,Giants,23.20410444,15.20605979,5.022452419,3.767339887,2.83364504,2.020415791
10/2/2011,Seahawks,Falcons,19.63476342,15.47797633,5.793642646,4.232494733,4.073089707,1.923775867
10/2/2011,Cowboys,Lions,18.189351,20.39443678,5.786846399,5.24390303,4.311983463,1.957005035
10/2/2011,Ravens,Jets,18.89639466,17.67039154,5.379943919,5.031915515,3.133278821,2.503227203
10/2/2011,Bears,Panthers,18.24856817,16.89110277,4.97313756,4.140458778,2.687914437,2.539417466
10/2/2011,Packers,Broncos,19.94993382,19.99981712,5.523515167,5.827325884,2.547417052,3.087811188
10/3/2011,Buccaneers,Colts,21.35356804,18.07494029,4.975732985,5.868315843,2.978643487,2.93854325
10/9/2011,Falcons,Packers,19.95051232,20.94725712,5.262492669,5.871569952,2.820363768,2.907120443
10/9/2011,Texans,Raiders,21.03229665,22.28884947,4.610519583,5.12245913,3.495114719,2.440083092
10/9/2011,Jaguars,Bengals,17.22197127,17.8567727,4.619100682,4.996762257,2.725867806,3.165753928
10/9/2011,Colts,Chiefs,20.26664303,19.32072928,5.991754702,4.987862357,2.373146741,3.447392435
10/9/2011,Broncos,Chargers,19.74826464,19.97440708,4.82462533,5.115475145,2.716920216,3.199071162
10/9/2011,Giants,Seahawks,18.33764267,18.80335211,4.855760928,4.198538925,2.85916393,2.074431146
10/9/2011,Panthers,Saints,17.64213481,18.44102939,4.69202366,4.65868084,2.294668504,2.9170048
10/9/2011,Patriots,Jets,23.09042645,24.63808162,5.692612832,5.894860276,2.521188595,3.237172309
10/9/2011,Bills,Eagles,21.91039857,21.33684173,5.439812297,4.97179927,2.547606355,2.560037568
10/9/2011,Vikings,Cardinals,19.97952111,17.5537466,6.03340456,4.373173372,2.750785309,2.481513439
10/9/2011,Steelers,Titans,15.2137419,20.31459144,4.933974701,6.546368158,3.742842189,3.199729534
10/9/2011,49ers,Buccaneers,18.09239352,14.77633073,4.674734107,4.42792863,1.980395217,2.795402706
10/10/2011,Lions,Bears,17.59094358,20.55807775,4.446143132,5.44438612,2.953010474,2.706278718
10/16/2011,Redskins,Eagles,18.10041513,20.64340248,3.604563577,4.264027629,1.717074746,2.808923111
10/16/2011,Steelers,Jaguars,15.40335474,20.34323489,5.06024508,6.385170215,4.010201859,2.820722524
10/16/2011,Lions,49ers,18.56462395,20.34399514,4.494266256,5.262933864,3.18870968,2.366300113
10/16/2011,Patriots,Cowboys,23.22345001,24.79118582,6.018380114,5.6413192,3.234875612,2.819443383
10/16/2011,Packers,Rams,18.50859731,21.51768919,4.889905307,6.306094979,2.394559327,3.565039223
10/16/2011,Raiders,Browns,23.309299,21.35713425,4.808496699,5.030918749,2.500520042,2.356000677
10/16/2011,Buccaneers,Saints,20.19321473,19.50626449,4.822695966,5.881062023,2.200338441,3.716824749
10/16/2011,Bengals,Colts,16.7865354,18.93452214,4.428556048,4.311322373,2.169863323,2.33724342
10/16/2011,Giants,Bills,18.96904852,19.52018233,4.515526871,4.446176821,2.941181116,1.706740627
10/16/2011,Ravens,Texans,18.71977837,18.90537387,5.222506555,5.208405465,3.27196272,2.329540509
10/16/2011,Falcons,Panthers,20.15319718,21.26999996,5.484100922,6.211919109,3.341763207,2.309946842
10/16/2011,Bears,Vikings,19.69019151,15.98938657,4.554430992,3.915023879,2.068780293,2.690678783
10/17/2011,Jets,Dolphins,17.6251597,17.61712596,4.085358943,5.40678334,2.500392867,2.419402826
10/23/2011,Raiders,Chiefs,23.14148784,19.88718587,5.294656509,4.717968118,3.292190705,2.081486099
10/23/2011,Browns,Seahawks,18.8505273,18.40503863,5.277370634,5.272788165,1.918397563,3.62405593
10/23/2011,Titans,Texans,21.08294604,15.86826338,6.932336165,5.045610267,4.275613179,2.886614639
10/23/2011,Dolphins,Broncos,19.39510122,19.50426263,5.607269751,4.255817782,2.846110668,2.317725177
10/23/2011,Lions,Falcons,19.05823919,19.72341453,4.397772386,5.21285846,2.81971069,2.651424535
10/23/2011,Buccaneers,Bears,21.32405024,18.87451602,4.440054966,6.029035951,2.118567543,3.290383492
10/23/2011,Cardinals,Steelers,22.34328069,16.7610864,5.228057773,3.537336397,2.728798209,2.075968202
10/23/2011,Jets,Chargers,18.74090492,17.09988117,4.400476187,5.104513879,3.134077058,2.05267991
10/23/2011,Vikings,Packers,19.26105232,17.82689222,6.37000269,4.246066427,3.120607673,2.485608279
10/23/2011,Panthers,Redskins,18.5253274,19.48924843,5.474233327,4.572762963,2.029820641,3.276802531
10/23/2011,Cowboys,Rams,18.45886198,20.53817577,5.199650701,4.908733226,3.09650076,2.58467913
10/23/2011,Saints,Colts,18.46215378,24.71317655,4.901149824,8.112674453,3.533101785,3.420154349
10/24/2011,Jaguars,Ravens,18.09232064,16.64929082,5.428525424,5.020467835,2.41075808,3.702701418
10/30/2011,Broncos,Lions,21.35790644,18.69771942,5.788448697,4.415463177,3.197109634,2.580285138
10/30/2011,Seahawks,Bengals,20.33876909,16.99559207,5.045536123,4.557914299,2.61305913,2.791365881
10/30/2011,49ers,Browns,18.27910307,17.33541655,4.998634374,4.228592119,2.088444264,2.29511029
10/30/2011,Giants,Dolphins,19.27851582,19.84768862,4.456204946,4.010317858,2.65884986,1.645068515
10/30/2011,Panthers,Vikings,19.29483556,20.11902605,5.657002032,4.996672359,2.691558385,2.959596094
10/30/2011,Bills,Redskins,22.72530017,20.45581353,4.840385492,5.040365886,2.618927465,2.732277966
10/30/2011,Texans,Jaguars,20.00830253,20.82297586,4.328389798,5.670475356,2.822401969,3.155661062
10/30/2011,Steelers,Patriots,15.85917338,20.44076915,5.159212892,6.562343211,3.448100792,3.708200015
10/30/2011,Titans,Colts,22.02410738,16.46285285,7.038606703,5.330050488,4.72761582,2.609989515
10/30/2011,Ravens,Cardinals,17.25587747,19.16280673,5.222595265,5.018713477,2.466905851,2.85799894
10/30/2011,Rams,Saints,20.6124045,17.73836755,5.665384544,4.248417664,2.115224434,2.790979404
10/30/2011,Eagles,Cowboys,19.47854242,23.27208619,4.960481402,5.262388823,2.482892318,2.838125263
10/31/2011,Chiefs,Chargers,19.79399244,17.39309346,5.912749376,4.96562114,3.711076764,2.448962008
11/6/2011,Chiefs,Dolphins,19.50496891,18.00421283,5.630101162,5.299697226,3.665533331,2.166061272
11/6/2011,Colts,Falcons,22.97104618,16.83253546,6.413380434,4.797951801,3.328116746,2.484145372
11/6/2011,Redskins,49ers,17.95758548,19.98789599,4.229410636,4.620381945,2.472111023,1.962950969
11/6/2011,Bills,Jets,22.84276444,20.05174249,4.821023033,5.036070654,2.83594475,2.566123957
11/6/2011,Titans,Bengals,22.8502952,15.74964261,7.052474224,4.889078394,4.095747865,2.578781352
11/6/2011,Cardinals,Rams,22.38855574,17.78909536,4.981745227,4.03812962,2.2975365,2.168926007
11/6/2011,Steelers,Ravens,16.68220743,21.16892192,4.954657713,6.509069068,3.405649518,3.3569
11/6/2011,Patriots,Giants,21.93587817,25.06454149,5.356275901,6.079919971,2.385424623,3.910934989
11/6/2011,Cowboys,Seahawks,18.54611974,20.98616772,5.614016705,4.550296391,3.325898452,2.270175069
11/6/2011,Raiders,Broncos,22.59301892,19.649432,5.637906488,5.140955442,2.849900656,2.840377595
11/6/2011,Saints,Buccaneers,18.13847774,25.55275375,4.727380294,7.577442704,3.211464693,3.319146002
11/6/2011,Texans,Browns,18.89289549,21.77097826,4.046198673,5.819511365,2.689810421,2.8421887
11/6/2011,Chargers,Packers,17.06417931,23.15382706,4.707760399,7.157140111,3.12950868,3.594826148
11/7/2011,Eagles,Bears,19.23775009,23.15756836,4.471451655,5.358217229,2.346310333,2.571233252
11/10/2011,Chargers,Raiders,17.41605999,23.0176563,4.995363616,6.934074315,3.64773865,3.138813552
11/13/2011,Colts,Jaguars,22.32419053,17.30741929,6.516351887,4.957480411,3.714620252,2.255855375
11/13/2011,Panthers,Titans,19.58385301,20.15658283,5.59081963,5.046554312,2.387395947,3.214680759
11/13/2011,Buccaneers,Texans,20.99979002,18.75610951,4.46664814,5.584601807,1.636832089,3.46568974
11/13/2011,Chiefs,Broncos,19.73880012,17.99758752,5.566542185,5.435518107,3.206560887,2.760737252
11/13/2011,Browns,Rams,17.64734309,18.54279645,5.286153551,6.464031275,2.839519508,4.004353053
11/13/2011,Jets,Patriots,18.30998691,17.58368637,4.430487907,5.495087353,2.428627442,3.098139374
11/13/2011,Eagles,Cardinals,18.3472736,24.19606735,4.235468954,5.594153377,2.08836337,3.141989236
11/13/2011,Bengals,Steelers,16.7600282,17.97485183,4.862138331,5.098444329,2.652262486,2.464596013
11/13/2011,Dolphins,Redskins,18.67022323,18.51599007,5.764169678,3.796607593,3.526252394,1.812870004
11/13/2011,Seahawks,Ravens,20.25550451,16.40851818,6.0885378,4.232566315,3.462427931,2.706660798
11/13/2011,Falcons,Saints,19.7264244,21.29123844,5.581556392,6.238990346,2.385744763,2.854156785
11/13/2011,49ers,Giants,18.42599291,17.27098173,4.750337983,4.165532172,1.938397759,2.621844268
11/13/2011,Bears,Lions,18.58533081,17.97407998,4.706621633,4.093445962,2.379037914,2.380387568
11/13/2011,Cowboys,Bills,20.05288106,19.84871441,5.806699533,4.323600611,3.820165983,2.037241262
11/14/2011,Packers,Vikings,19.11246979,21.76450877,5.077750213,6.00069966,3.216705395,2.874472254
11/17/2011,Broncos,Jets,20.68766565,18.73234443,5.124348973,3.956450023,2.910967742,1.988771337
11/20/2011,Rams,Seahawks,20.45358402,17.99019046,5.319186324,4.15871883,2.076319997,2.345718696
11/20/2011,Giants,Eagles,19.69452952,20.58614386,4.715199378,4.511951146,2.664404838,2.429220142
11/20/2011,Browns,Jaguars,18.0313564,17.598738,5.689062275,6.180855523,3.571057538,3.733801245
11/20/2011,Vikings,Raiders,20.40927687,18.47935052,5.656862951,5.171144302,3.231798378,2.622035952
11/20/2011,49ers,Cardinals,18.28829675,16.95670299,4.806108781,3.973828934,2.313188559,2.24202265
11/20/2011,Falcons,Titans,18.58672713,21.27974782,5.381798869,6.248777224,2.490863069,2.56558123
11/20/2011,Redskins,Cowboys,17.49355111,18.62379065,4.413980774,4.584191594,2.684485043,2.072326264
