date,home,away,passing_yards_homeAvg,passing_yards_opp_homeAvg,pass_completion_rate_opp_homeAvg,pass_completion_rate_homeAvg
1/2/2011,Redskins,Giants,245.2735636,260.9533038,0.640203403,0.579533622
1/2/2011,Seahawks,Rams,220.1482335,255.2400764,0.577567007,0.589207969
1/2/2011,Lions,Vikings,232.021987,219.8196296,0.6483877,0.591327984
1/2/2011,Colts,Titans,293.2629092,210.6963523,0.664598308,0.668768158
1/2/2011,Broncos,Chargers,244.3392951,226.2886292,0.578379482,0.565043914
1/2/2011,Falcons,Panthers,224.8801591,222.031595,0.636218332,0.627349945
1/2/2011,Texans,Jaguars,262.9147196,265.4659729,0.656891895,0.625358891
1/2/2011,Patriots,Dolphins,240.8789965,252.860027,0.645182075,0.668992283
1/2/2011,Jets,Bills,201.6503802,202.3149604,0.502531694,0.551539574
1/2/2011,49ers,Cardinals,200.2216466,227.5296965,0.641260523,0.568182875
1/8/2011,Colts,Jets,285.0192494,212.1969504,0.667104546,0.65928051
1/8/2011,Seahawks,Saints,209.6021945,252.728179,0.596932324,0.591199481
1/9/2011,Chiefs,Ravens,196.2588207,220.2322422,0.547600041,0.589089847
1/9/2011,Eagles,Packers,254.0497125,225.4541206,0.591888104,0.628126424
1/15/2011,Falcons,Packers,217.8601679,227.4054605,0.64309139,0.619619934
1/15/2011,Steelers,Ravens,221.9884026,225.6335702,0.619673443,0.61354582
1/16/2011,Patriots,Jets,232.6407144,253.044746,0.634189421,0.660788163
1/16/2011,Bears,Seahawks,191.8509368,225.4836456,0.618954067,0.592446703
1/23/2011,Bears,Packers,185.9554575,226.1495524,0.623076208,0.587690261
1/23/2011,Steelers,Jets,229.4174695,221.2888441,0.609129174,0.619133514
2/6/2011,Packers,Steelers,262.0288369,196.3036308,0.57263961,0.670552636
9/8/2011,Packers,Saints,258.6205344,195.9231769,0.564104618,0.663136912
9/11/2011,Chiefs,Bills,187.5513391,215.2808074,0.552270803,0.571207824
9/11/2011,Rams,Eagles,204.9570025,228.2546141,0.570737928,0.606854919
9/11/2011,Jaguars,Titans,197.7650406,244.5444974,0.641920804,0.637931555
9/11/2011,Browns,Bengals,180.7428491,210.926746,0.596982626,0.630604052
9/11/2011,Buccaneers,Lions,207.634359,200.4822449,0.597045551,0.616097135
9/11/2011,Chargers,Vikings,277.2951141,177.4732876,0.595065717,0.686755443
9/11/2011,Jets,Cowboys,202.3981224,204.4677638,0.52525021,0.561356727
9/11/2011,Redskins,Giants,237.8885044,258.973485,0.634357138,0.570446455
9/11/2011,Cardinals,Panthers,186.9030933,223.6832395,0.620627595,0.505731627
9/11/2011,Bears,Falcons,192.8023941,227.4365722,0.617730197,0.584519518
9/11/2011,49ers,Seahawks,202.7214284,231.888055,0.649435396,0.562269547
9/11/2011,Texans,Colts,267.074095,269.2454441,0.649818742,0.631511039
9/11/2011,Ravens,Steelers,204.3195149,216.3893176,0.577333015,0.63702599
9/12/2011,Broncos,Raiders,250.1642748,234.2435174,0.590442311,0.563549551
9/12/2011,Dolphins,Patriots,222.5558002,202.638106,0.582724086,0.597462746
9/18/2011,Dolphins,Texans,221.4319203,212.7711601,0.584808825,0.583172582
9/18/2011,Colts,Browns,280.483559,216.7910364,0.665843268,0.663133134
9/18/2011,Vikings,Buccaneers,194.6740651,209.2966859,0.627226923,0.608957657
9/18/2011,Redskins,Cardinals,244.6590196,258.8302319,0.631109988,0.572039323
9/18/2011,Panthers,Packers,150.5967313,207.4693111,0.611223282,0.547363659
9/18/2011,Steelers,Seahawks,219.5171709,217.6575439,0.608423338,0.612411643
9/18/2011,Broncos,Bengals,245.3907162,238.2286887,0.589955619,0.552568138
9/18/2011,49ers,Cowboys,208.1170138,230.2914577,0.644015854,0.558959864
9/18/2011,Titans,Ravens,197.2565449,255.3127476,0.659159606,0.575393127
9/18/2011,Saints,Bears,284.3816737,203.8497214,0.615744757,0.677484323
9/18/2011,Jets,Jaguars,202.4312621,196.7033067,0.523689178,0.564327571
9/18/2011,Patriots,Chargers,242.005147,247.1811165,0.618214,0.653562788
9/18/2011,Falcons,Eagles,214.8781441,230.6948159,0.653618418,0.630838609
9/18/2011,Bills,Raiders,197.1203667,187.8660284,0.612711377,0.570116553
9/18/2011,Lions,Chiefs,233.5613382,217.1744115,0.648008802,0.600188989
9/19/2011,Giants,Rams,241.7818913,218.0028917,0.581021955,0.620846142
9/25/2011,Rams,Ravens,196.4364352,210.793083,0.542369988,0.580886953
9/25/2011,Bengals,49ers,213.1456946,211.2285724,0.61207272,0.603250337
9/25/2011,Seahawks,Cardinals,203.2525942,229.9788494,0.62030491,0.589044655
9/25/2011,Panthers,Jaguars,208.1575276,227.6708037,0.624092002,0.57101888
9/25/2011,Buccaneers,Falcons,221.5024836,223.1784633,0.625174755,0.630888446
9/25/2011,Eagles,Giants,229.1929215,206.8168688,0.568306388,0.578356585
9/25/2011,Titans,Broncos,208.2133506,233.6014324,0.670186732,0.585170295
9/25/2011,Browns,Dolphins,187.3942484,204.9229297,0.59506477,0.591338409
9/25/2011,Bears,Packers,211.9384337,236.6420717,0.621961158,0.599338225
9/25/2011,Chargers,Chiefs,289.1836806,145.3791432,0.558926209,0.679429139
9/25/2011,Colts,Steelers,257.2437975,215.9359856,0.67551544,0.632739931
9/25/2011,Vikings,Lions,156.9934285,236.0378874,0.639400289,0.576437498
9/25/2011,Raiders,Jets,178.9815882,204.9260844,0.525727369,0.577601667
9/25/2011,Bills,Patriots,198.5344915,170.513924,0.613616854,0.587435726
9/25/2011,Saints,Texans,308.2803545,221.6156547,0.647739769,0.67384841
9/26/2011,Cowboys,Redskins,261.7343701,260.4389221,0.624935777,0.647717156
10/2/2011,Rams,Redskins,217.6506138,208.8371183,0.558654664,0.561361139
10/2/2011,Jaguars,Saints,168.024766,233.7510024,0.655405703,0.60680792
10/2/2011,Browns,Titans,189.7319206,198.7830096,0.577536287,0.610169953
10/2/2011,Texans,Steelers,244.6334692,223.8689503,0.570695552,0.670502746
10/2/2011,Raiders,Patriots,204.8196011,215.5001447,0.54161318,0.599822614
10/2/2011,Chiefs,Vikings,152.9810585,233.4489138,0.586139148,0.589171348
10/2/2011,Bengals,Bills,232.8564906,207.9561378,0.610756527,0.616731853
10/2/2011,Eagles,49ers,243.8354984,201.8733852,0.574493216,0.60101289
10/2/2011,Chargers,Dolphins,304.4062899,193.6034996,0.59828767,0.688391433
10/2/2011,Cardinals,Giants,213.0448033,267.6450837,0.611564261,0.543815509
10/2/2011,Seahawks,Falcons,192.1264122,242.0144804,0.642513706,0.601219782
10/2/2011,Cowboys,Lions,292.586288,236.4843086,0.633602353,0.639672192
10/2/2011,Ravens,Jets,197.5766001,249.5392571,0.597270271,0.599446051
10/2/2011,Bears,Panthers,203.384729,243.7781621,0.636850525,0.567114756
10/2/2011,Packers,Broncos,273.0141722,269.6956643,0.585385065,0.671628861
10/3/2011,Buccaneers,Colts,222.7451118,220.9065388,0.618619541,0.645090556
10/9/2011,Falcons,Packers,230.6896191,245.5940298,0.672145103,0.62010416
10/9/2011,Texans,Raiders,263.6650278,244.8657247,0.591822548,0.653609647
10/9/2011,Jaguars,Bengals,161.4744786,222.4582654,0.635042542,0.601350325
10/9/2011,Colts,Chiefs,222.2055249,235.2510426,0.679720563,0.581104532
10/9/2011,Broncos,Chargers,227.5026897,238.2754721,0.628187544,0.56464286
10/9/2011,Giants,Seahawks,234.3328992,234.5375125,0.582163791,0.624382513
10/9/2011,Panthers,Saints,231.3325167,222.0263868,0.616358474,0.568458653
10/9/2011,Patriots,Jets,331.7875617,305.7398559,0.642748918,0.675436057
10/9/2011,Bills,Eagles,236.1999003,229.3419275,0.636629446,0.604608323
10/9/2011,Vikings,Cardinals,169.1606392,252.5451446,0.660257575,0.585117168
10/9/2011,Steelers,Titans,258.604539,193.6322344,0.590570036,0.630444621
10/9/2011,49ers,Buccaneers,178.4246758,237.8816596,0.610687237,0.62160644
10/10/2011,Lions,Bears,276.2316877,202.6456966,0.640522744,0.63529409
10/16/2011,Redskins,Eagles,251.3248649,249.5134631,0.606545726,0.583524675
10/16/2011,Steelers,Jaguars,248.8812041,185.0654115,0.598791987,0.615151105
10/16/2011,Lions,49ers,273.6539679,216.6343778,0.652356485,0.61469426
10/16/2011,Patriots,Cowboys,318.5649514,313.5541879,0.641254432,0.657570737
10/16/2011,Packers,Rams,294.8815479,268.0888301,0.597365219,0.691416896
10/16/2011,Raiders,Browns,218.1419137,237.0066051,0.545617683,0.614952689
10/16/2011,Buccaneers,Saints,225.7256213,236.276059,0.583255836,0.652182727
10/16/2011,Bengals,Colts,227.3664402,199.8741908,0.611975206,0.586828481
10/16/2011,Giants,Bills,244.3608341,233.0801302,0.586962757,0.630916803
10/16/2011,Ravens,Texans,228.0246873,233.386979,0.585497262,0.597671295
10/16/2011,Falcons,Panthers,239.5787055,258.3189512,0.672852071,0.626047644
10/16/2011,Bears,Vikings,196.6114566,264.4708,0.640185223,0.557887787
10/17/2011,Jets,Dolphins,222.2435887,183.8802112,0.518350208,0.556553924
10/23/2011,Raiders,Chiefs,213.2795532,261.4244773,0.535205505,0.591508046
10/23/2011,Browns,Seahawks,213.1851502,207.1329967,0.573100715,0.600475208
10/23/2011,Titans,Texans,245.2711419,234.5638715,0.634684101,0.607500712
10/23/2011,Dolphins,Broncos,229.2839712,265.5201202,0.615343617,0.582600702
10/23/2011,Lions,Falcons,264.4911967,218.7749629,0.664475213,0.631569209
10/23/2011,Buccaneers,Bears,221.3245558,233.5890512,0.59303465,0.637033268
10/23/2011,Cardinals,Steelers,214.4371985,255.7592174,0.616438737,0.563485435
10/23/2011,Jets,Chargers,214.9824294,196.9214471,0.547572964,0.565818872
10/23/2011,Vikings,Packers,170.0054709,249.9588772,0.630310297,0.572458427
10/23/2011,Panthers,Redskins,250.4784732,221.4966071,0.617404039,0.566775618
10/23/2011,Cowboys,Rams,291.9150472,238.2645159,0.610343874,0.647824323
10/23/2011,Saints,Colts,317.6624036,227.5399336,0.55861677,0.684160843
10/24/2011,Jaguars,Ravens,165.4036173,224.7735959,0.641819411,0.560374899
10/30/2011,Broncos,Lions,214.5555814,256.8259147,0.64078077,0.558822218
10/30/2011,Seahawks,Bengals,212.0795967,261.9687529,0.64401748,0.611580357
10/30/2011,49ers,Browns,192.4049033,254.0661739,0.597314862,0.624433174
10/30/2011,Giants,Dolphins,266.7653959,238.9340849,0.589737398,0.630578276
10/30/2011,Panthers,Vikings,249.3966275,214.3997081,0.622227751,0.573060005
10/30/2011,Bills,Redskins,229.4058634,249.1034241,0.620664702,0.627090359
10/30/2011,Texans,Jaguars,257.9807291,228.8244626,0.559551017,0.621929815
10/30/2011,Steelers,Patriots,244.2031569,175.7019726,0.578604275,0.616667304
10/30/2011,Titans,Colts,245.6086258,241.7986675,0.647503749,0.603845718
10/30/2011,Ravens,Cardinals,226.0627773,217.7859571,0.545932905,0.560703768
10/30/2011,Rams,Saints,209.7080838,234.7865921,0.563153634,0.553299897
10/30/2011,Eagles,Cowboys,269.2502243,214.7359133,0.626972052,0.622658019
10/31/2011,Chiefs,Chargers,178.4390181,236.4750655,0.592014059,0.628625045
11/6/2011,Chiefs,Dolphins,176.8100975,227.5174104,0.57130129,0.613781751
11/6/2011,Colts,Falcons,207.7987297,253.5070712,0.71877538,0.563304622
11/6/2011,Redskins,49ers,238.4961898,226.7733717,0.604242515,0.56102716
11/6/2011,Bills,Jets,227.916962,254.5220865,0.622242681,0.634588871
11/6/2011,Titans,Bengals,228.6740949,246.5617489,0.663798225,0.588012517
11/6/2011,Cardinals,Rams,222.9211177,257.9298695,0.607504715,0.55116966
11/6/2011,Steelers,Ravens,255.7771959,183.5503628,0.571938617,0.620725614
11/6/2011,Patriots,Giants,314.2213001,294.8560955,0.638243016,0.661302799
11/6/2011,Cowboys,Seahawks,273.632273,236.5019991,0.611813108,0.638443995
11/6/2011,Raiders,Broncos,208.5504934,256.9228462,0.527987546,0.597358184
11/6/2011,Saints,Buccaneers,327.0568879,223.7699674,0.556862048,0.704165069
11/6/2011,Texans,Browns,263.5218603,212.985957,0.549802008,0.641808205
11/6/2011,Chargers,Packers,267.8331296,175.5861061,0.594652789,0.651854827
11/7/2011,Eagles,Bears,264.8999387,220.1572531,0.610154602,0.614864821
11/10/2011,Chargers,Raiders,277.5995123,185.667791,0.595537665,0.647870171
11/13/2011,Colts,Jaguars,209.9013584,249.8538397,0.717630458,0.558218662
11/13/2011,Panthers,Titans,248.503007,220.3491233,0.620783256,0.599086353
11/13/2011,Buccaneers,Texans,232.9152559,249.7356954,0.589950091,0.618373129
11/13/2011,Chiefs,Broncos,184.9252516,240.3673379,0.57543791,0.610049677
11/13/2011,Browns,Rams,208.8157883,181.498493,0.560771165,0.586731111
11/13/2011,Jets,Patriots,205.7625701,194.0554299,0.538190786,0.565609925
11/13/2011,Eagles,Cardinals,264.4993921,214.4132009,0.598229151,0.629836353
11/13/2011,Bengals,Steelers,216.0938636,217.0138601,0.606402829,0.619386562
11/13/2011,Dolphins,Redskins,201.8382989,254.2920817,0.600955133,0.578900474
11/13/2011,Seahawks,Ravens,212.5131149,241.3821832,0.641896863,0.579657789
11/13/2011,Falcons,Saints,218.2087272,255.8860868,0.639533932,0.615276378
11/13/2011,49ers,Giants,181.0143346,249.3098955,0.599064,0.614780906
11/13/2011,Bears,Lions,214.5101292,259.2193355,0.647786014,0.591269002
11/13/2011,Cowboys,Bills,261.0725845,240.0932173,0.630519575,0.623074761
11/14/2011,Packers,Vikings,308.2974517,257.0673979,0.581714645,0.70224434
11/17/2011,Broncos,Jets,177.2682058,256.9132882,0.63954637,0.524363298
11/20/2011,Rams,Seahawks,202.1130265,221.1514691,0.577120928,0.566503429
11/20/2011,Giants,Eagles,275.1706507,238.2599675,0.600509865,0.625402175
11/20/2011,Browns,Jaguars,199.6128651,174.6629395,0.565947701,0.591412709
11/20/2011,Vikings,Raiders,187.7250117,260.4165881,0.652606238,0.570530288
11/20/2011,49ers,Cardinals,180.0740669,249.8530511,0.602233133,0.624880061
11/20/2011,Falcons,Titans,223.7221589,237.7653701,0.623139328,0.612810954
11/20/2011,Redskins,Cowboys,231.0016114,224.2408212,0.634222387,0.577094092
11/20/2011,Bears,Chargers,213.0946835,255.0703839,0.637591486,0.587094077
11/20/2011,Ravens,Bengals,228.6602718,196.7799729,0.523984924,0.566083291
11/20/2011,Dolphins,Bills,206.0576205,250.7882119,0.592046449,0.596558827
11/20/2011,Packers,Buccaneers,300.5369268,271.5244902,0.579005919,0.71251214
11/20/2011,Lions,Panthers,251.4363631,195.9667887,0.62057605,0.612372323
11/21/2011,Patriots,Chiefs,304.6107521,293.3019786,0.630216043,0.655840245
11/24/2011,Lions,Packers,257.2283736,186.935709,0.601737759,0.603563709
11/24/2011,Ravens,49ers,230.2203751,197.6306453,0.532932828,0.563098234
11/24/2011,Cowboys,Dolphins,265.174894,228.3248828,0.622721363,0.64913654
11/27/2011,Chiefs,Steelers,183.4348728,223.9641656,0.559827682,0.591217699
11/27/2011,Chargers,Broncos,282.5797431,202.3785193,0.625314824,0.623807026
11/27/2011,Jaguars,Texans,136.2963501,196.5955295,0.61590475,0.522230414
11/27/2011,Seahawks,Redskins,215.8128167,244.0400453,0.632225361,0.587212094
11/27/2011,Colts,Panthers,198.160576,252.8917424,0.706107905,0.553492237
11/27/2011,Rams,Cardinals,196.7100488,220.0693169,0.594054462,0.569813736
11/27/2011,Eagles,Patriots,243.9602824,220.0598862,0.588419114,0.602761641
11/27/2011,Titans,Buccaneers,230.2948527,232.2698817,0.631734409,0.595145193
11/27/2011,Bengals,Browns,208.0978102,219.0447949,0.605240209,0.600092852
11/27/2011,Falcons,Vikings,235.1225224,244.3717513,0.629498199,0.605250915
11/27/2011,Raiders,Bears,227.1442194,230.6904738,0.512373353,0.586392541
11/27/2011,Jets,Bills,210.5678735,207.1786863,0.545333328,0.574252984
11/28/2011,Saints,Giants,310.863262,223.3250035,0.572246458,0.708048203
12/1/2011,Seahawks,Eagles,208.0669006,233.4222913,0.621047942,0.587504617
12/4/2011,Bears,Chiefs,210.4321364,263.8151966,0.63198211,0.57121031
12/4/2011,Browns,Ravens,199.9764447,170.7493423,0.564609057,0.616008883
12/4/2011,Texans,Falcons,243.5215116,185.1955938,0.52086048,0.639353459
12/4/2011,Bills,Titans,215.6610767,237.2524833,0.662981494,0.622098934
12/4/2011,Cardinals,Cowboys,210.2411403,248.6327602,0.586607682,0.52992193
12/4/2011,Redskins,Jets,232.0962878,224.4110024,0.637753116,0.592470553
12/4/2011,Buccaneers,Panthers,238.9503114,253.7397499,0.627722446,0.62201399
12/4/2011,49ers,Rams,193.2248974,246.5091495,0.588474052,0.62037696
12/4/2011,Saints,Lions,312.286591,235.7704425,0.570312426,0.706083057
12/4/2011,Patriots,Colts,301.0819376,284.3651078,0.618407414,0.650119272
12/4/2011,Vikings,Broncos,183.452814,248.5530413,0.675502921,0.559894046
12/4/2011,Dolphins,Raiders,198.8426821,240.6438414,0.587332621,0.614436517
12/4/2011,Steelers,Bengals,266.0755816,186.1941758,0.571964317,0.623681903
12/4/2011,Giants,Packers,276.3069107,238.4339679,0.608984895,0.614842219
12/5/2011,Jaguars,Chargers,141.078542,195.6218517,0.623706353,0.523574456
12/8/2011,Steelers,Browns,258.0495658,184.8654786,0.580282422,0.628828466
12/11/2011,Dolphins,Eagles,204.5966271,238.316945,0.590660635,0.612053642
12/11/2011,Broncos,Bears,155.2983793,236.4913669,0.617114497,0.489555198
12/11/2011,Titans,Saints,223.8248267,234.7162834,0.628235261,0.58484617
12/11/2011,Bengals,Texans,227.6534222,216.4097768,0.593551277,0.602146702
12/11/2011,Cardinals,49ers,200.8722736,240.2144732,0.578866616,0.528276779
12/11/2011,Panthers,Falcons,241.5995611,232.6402883,0.623274474,0.612596455
12/11/2011,Ravens,Colts,226.9066488,202.5566222,0.53994802,0.57378736
12/11/2011,Redskins,Patriots,239.5872115,215.3935525,0.622356594,0.607039302
12/11/2011,Lions,Vikings,266.2413178,203.0473917,0.606749209,0.631085429
12/11/2011,Cowboys,Giants,260.6984589,235.402399,0.618682994,0.646043677
12/11/2011,Jets,Chiefs,209.5145682,202.7498722,0.547497878,0.568191746
12/11/2011,Chargers,Bills,269.8073422,203.8078175,0.609714878,0.617180003
12/11/2011,Jaguars,Buccaneers,140.6256438,186.7682553,0.62459349,0.517461502
12/11/2011,Packers,Raiders,295.917618,271.6425206,0.596495119,0.710698129
12/12/2011,Seahawks,Rams,198.0215549,238.0634082,0.631722035,0.574079111
12/15/2011,Falcons,Jaguars,244.7001237,233.4020065,0.610634903,0.610372844
12/17/2011,Buccaneers,Cowboys,232.1606781,242.9094547,0.6188124,0.612457706
12/18/2011,Giants,Redskins,291.4769077,261.6918586,0.611963743,0.617425962
12/18/2011,Rams,Bengals,185.4539304,207.0987774,0.595728607,0.554673007
12/18/2011,Texans,Panthers,225.8139742,186.346917,0.504011946,0.624142037
12/18/2011,Bears,Seahawks,201.9294841,254.0536982,0.619049524,0.552536011
12/18/2011,Chiefs,Packers,176.0877664,206.3691467,0.559508458,0.596089515
12/18/2011,Cardinals,Browns,201.8438624,240.250236,0.585890532,0.538639572
12/18/2011,Vikings,Saints,194.7362006,243.8447826,0.686853425,0.573510977
12/18/2011,Bills,Dolphins,224.7237885,222.2107129,0.647658256,0.628573661
12/18/2011,Broncos,Patriots,156.1826925,245.1031749,0.617757299,0.503417268
12/18/2011,Colts,Titans,203.4399188,239.0251459,0.711518893,0.581907811
12/18/2011,Raiders,Lions,225.8794631,222.325658,0.519113066,0.589307557
12/18/2011,Chargers,Ravens,271.7561268,200.7461228,0.606022162,0.630995227
12/18/2011,Eagles,Jets,253.1408597,229.5673562,0.612500137,0.597320898
12/19/2011,49ers,Steelers,187.7583505,227.2241303,0.587021422,0.626245274
12/22/2011,Colts,Texans,194.8477785,237.541284,0.712669891,0.570308285
12/24/2011,Cowboys,Eagles,265.4049597,246.7122073,0.614999928,0.64985684
12/24/2011,Chiefs,Raiders,173.602403,201.1117553,0.564915293,0.586567696
12/24/2011,Jets,Giants,202.1237489,199.8498385,0.533719725,0.578010903
12/24/2011,Seahawks,49ers,196.2750669,229.8191709,0.609685071,0.59802527
12/24/2011,Ravens,Browns,219.4968407,192.8961219,0.530194207,0.575675276
12/24/2011,Bengals,Cardinals,214.9446544,215.3567308,0.598416768,0.586487979
12/24/2011,Titans,Jaguars,225.0344087,243.8074336,0.640508691,0.583268007
12/24/2011,Redskins,Vikings,239.3677905,221.5072876,0.616705916,0.591513417
12/24/2011,Steelers,Rams,251.4770201,180.4060558,0.568000758,0.637518196
12/24/2011,Patriots,Dolphins,309.1737841,296.2926555,0.626309568,0.65566487
12/24/2011,Lions,Chargers,270.1341009,212.0630958,0.608645327,0.642437976
12/24/2011,Bills,Broncos,220.2018024,221.5956644,0.655273553,0.609257642
12/24/2011,Panthers,Buccaneers,244.2766235,236.9313739,0.615156506,0.602172476
12/25/2011,Packers,Bears,300.194999,279.6171321,0.592963457,0.688138944
12/26/2011,Saints,Falcons,319.9878155,266.9776484,0.583650768,0.710217092
1/1/2012,Broncos,Chiefs,157.8409174,236.8141141,0.624099986,0.500536691
1/1/2012,Browns,Steelers,195.0669211,191.4605699,0.577069398,0.584624731
1/1/2012,Vikings,Bears,184.0411703,255.3163748,0.69564869,0.558468443
1/1/2012,Bengals,Ravens,212.6086759,215.7070061,0.606790697,0.587500129
1/1/2012,Jaguars,Colts,142.044828,199.237946,0.640121549,0.524884083
1/1/2012,Dolphins,Jets,189.2680529,242.6046239,0.582577134,0.593881504
1/1/2012,Texans,Titans,228.3504707,182.3447578,0.514793553,0.621667923
1/1/2012,Cardinals,Seahawks,213.8510208,232.0865106,0.578282473,0.557638285
1/1/2012,Raiders,Chargers,238.0237835,236.492816,0.52155575,0.606673848
1/1/2012,Rams,49ers,183.9579623,202.7787912,0.595226893,0.553406096
1/1/2012,Giants,Cowboys,297.86064,260.0286055,0.618613394,0.610948733
1/1/2012,Eagles,Redskins,247.3692785,210.7641522,0.604646656,0.594910522
1/1/2012,Saints,Panthers,328.1408812,253.7083334,0.569862524,0.714654085
1/1/2012,Packers,Lions,291.5987277,281.0017372,0.606450737,0.671463176
1/1/2012,Patriots,Bills,309.3083955,285.1905341,0.615354246,0.656534262
1/7/2012,Texans,Bengals,217.8840441,184.3829446,0.516725685,0.637137238
1/7/2012,Saints,Lions,327.1730679,269.2251086,0.576976659,0.705540058
1/8/2012,Giants,Falcons,292.9733573,257.2462977,0.610086027,0.588760729
1/8/2012,Broncos,Steelers,158.2178314,233.8732428,0.619484879,0.498447653
1/14/2012,49ers,Saints,184.6454729,230.4837085,0.588765515,0.610630829
1/14/2012,Patriots,Broncos,306.5301305,284.4010712,0.607975096,0.65072872
1/15/2012,Ravens,Texans,211.5314612,191.6948148,0.549141788,0.574673413
1/15/2012,Packers,Giants,291.7390171,280.0781275,0.613169373,0.675604115
1/22/2012,49ers,Giants,185.5943132,227.569311,0.574307312,0.615636856
1/22/2012,Patriots,Ravens,311.3035635,285.9930702,0.609246958,0.65227419
2/5/2012,Patriots,Giants,317.3724876,272.645308,0.590208653,0.662108986
9/5/2012,Giants,Cowboys,296.0595897,244.8998041,0.606716248,0.607660392
9/9/2012,Titans,Patriots,243.701058,229.0826394,0.627764595,0.594149926
9/9/2012,Buccaneers,Panthers,220.7303523,241.13716,0.627725066,0.608897247
9/9/2012,Browns,Eagles,190.5116921,186.1766717,0.568451691,0.582487544
9/9/2012,Cardinals,Seahawks,218.4316005,225.1148534,0.577973019,0.556934445
9/9/2012,Packers,49ers,307.1257905,297.48441,0.613688772,0.677975458
9/9/2012,Chiefs,Falcons,195.3445203,206.0435293,0.563410157,0.600491584
9/9/2012,Vikings,Jaguars,181.2145625,256.559016,0.691815201,0.566095145
9/9/2012,Lions,Rams,305.315086,247.5943416,0.620301628,0.648472537
9/9/2012,Texans,Dolphins,211.5725423,193.7064215,0.532193431,0.635589799
9/9/2012,Broncos,Steelers,162.5924506,231.2311378,0.609630034,0.48064209
9/9/2012,Saints,Redskins,344.500664,270.737983,0.585844446,0.719082548
9/9/2012,Bears,Colts,188.666255,252.6756114,0.618896955,0.557590795
9/9/2012,Jets,Bills,199.2794972,205.4743869,0.529492135,0.568713694
9/10/2012,Raiders,Chargers,239.3725243,241.2788181,0.525732927,0.607159809
9/10/2012,Ravens,Bengals,202.3574364,192.7714643,0.538914354,0.583337535
9/13/2012,Packers,Bears,301.4736023,301.5017475,0.614502933,0.666866525
9/16/2012,Jaguars,Texans,140.0110245,212.3434381,0.641769676,0.525192445
9/16/2012,Patriots,Cardinals,308.1876333,275.5743204,0.604884566,0.659209716
9/16/2012,Colts,Vikings,189.0109032,221.5022213,0.708245735,0.5778031
9/16/2012,Eagles,Ravens,255.3628713,208.6105579,0.594512009,0.593784505
9/16/2012,Seahawks,Cowboys,194.9651118,217.9014851,0.585042362,0.594240991
9/16/2012,Steelers,Jets,248.0706762,183.8218141,0.535039848,0.625728178
9/16/2012,49ers,Lions,190.6357519,244.7594485,0.573176434,0.601576847
9/16/2012,Rams,Redskins,176.6220829,204.1440252,0.610122723,0.528209541
9/16/2012,Bengals,Browns,210.0490565,206.2846781,0.60568194,0.583030328
9/16/2012,Dolphins,Raiders,191.3191408,246.6953305,0.590330669,0.598935187
9/16/2012,Bills,Chiefs,230.4546591,225.8673909,0.630498658,0.61169794
9/16/2012,Panthers,Saints,225.5533625,249.8931426,0.640249506,0.611001138
9/16/2012,Chargers,Titans,274.664495,230.4000539,0.617088661,0.642900969
9/16/2012,Giants,Buccaneers,297.0038691,245.9911826,0.610146756,0.61973846
9/17/2012,Falcons,Broncos,263.2902482,235.2855513,0.605011258,0.618884439
9/20/2012,Panthers,Giants,241.2237564,223.6801884,0.64649917,0.629906652
9/23/2012,Chargers,Falcons,264.107676,241.2791584,0.63391028,0.660266666
9/23/2012,Browns,Bills,172.5376919,213.316878,0.557112577,0.516686589
9/23/2012,Cowboys,Buccaneers,262.324641,232.3747857,0.627849757,0.683726282
9/23/2012,Colts,Jaguars,211.9204671,241.9054514,0.684672844,0.563605795
9/23/2012,Dolphins,Jets,192.3399634,248.6161956,0.602019209,0.588250779
9/23/2012,Bears,Rams,212.1133661,259.6889311,0.587371366,0.569996268
9/23/2012,Vikings,49ers,203.1984028,246.036335,0.665713545,0.600529748
9/23/2012,Saints,Chiefs,347.0867405,277.6953175,0.611462315,0.665048321
9/23/2012,Broncos,Texans,173.0395434,233.542136,0.606759988,0.52142983
9/23/2012,Cardinals,Eagles,220.0351418,205.8105362,0.568803395,0.558056787
9/23/2012,Ravens,Patriots,228.5744123,196.6507191,0.554086547,0.610627741
9/23/2012,Redskins,Bengals,251.7645318,246.2137422,0.582915944,0.61959359
9/23/2012,Raiders,Steelers,257.657153,244.0467068,0.583094915,0.62903543
9/23/2012,Titans,Lions,250.3448633,227.880474,0.655345784,0.612749203
9/24/2012,Seahawks,Packers,182.823575,216.9917071,0.579202001,0.57997345
9/27/2012,Ravens,Browns,226.4274959,222.9690521,0.582952269,0.596316149
9/30/2012,Jets,49ers,201.4146537,210.7873644,0.587078055,0.560625194
9/30/2012,Jaguars,Bengals,139.8712211,219.0158544,0.678832051,0.517559808
9/30/2012,Lions,Vikings,301.3708778,237.9299234,0.641742868,0.642592453
9/30/2012,Rams,Seahawks,198.3849399,228.0855015,0.636538526,0.593571009
9/30/2012,Eagles,Giants,284.6554149,193.1608355,0.537330943,0.604246784
9/30/2012,Chiefs,Chargers,216.8753809,209.2273497,0.575342667,0.594748782
9/30/2012,Buccaneers,Redskins,206.6349618,299.1350155,0.641976468,0.612382018
9/30/2012,Cardinals,Dolphins,205.5279386,222.7720498,0.575782356,0.558526348
